top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
101,123,"Dec 25, 2022",2nd Qtr,8:37,False,2,13,False,30,40,NYK,PHI,2023,red
194,471,"Dec 25, 2022",3rd Qtr,6:06,True,3,27,False,78,80,NYK,PHI,2023,green
304,159,"Dec 25, 2022",3rd Qtr,4:52,False,3,26,False,78,85,NYK,PHI,2023,red
108,200,"Dec 25, 2022",3rd Qtr,2:30,False,2,7,False,85,89,NYK,PHI,2023,red
173,460,"Dec 25, 2022",3rd Qtr,2:02,False,3,25,False,86,91,NYK,PHI,2023,red
192,440,"Dec 25, 2022",3rd Qtr,0:33,True,3,24,False,91,93,NYK,PHI,2023,green
314,232,"Dec 25, 2022",3rd Qtr,0:05,True,3,26,False,95,96,NYK,PHI,2023,green
361,257,"Dec 25, 2022",4th Qtr,11:11,True,3,31,False,98,98,NYK,PHI,2023,green
318,237,"Dec 25, 2022",4th Qtr,8:42,False,3,27,True,102,98,NYK,PHI,2023,red
54,231,"Dec 25, 2022",4th Qtr,6:10,True,2,1,True,110,102,NYK,PHI,2023,green
233,65,"Dec 25, 2022",4th Qtr,4:16,False,3,25,True,116,102,NYK,PHI,2023,red
279,96,"Dec 25, 2022",4th Qtr,1:14,False,3,27,True,119,108,NYK,PHI,2023,red
249,402,"Dec 27, 2022",1st Qtr,6:27,False,3,25,True,12,8,WAS,PHI,2023,red
41,469,"Dec 27, 2022",1st Qtr,5:43,True,3,23,True,15,11,WAS,PHI,2023,green
344,236,"Dec 27, 2022",2nd Qtr,9:39,False,3,29,False,32,40,WAS,PHI,2023,red
295,407,"Dec 27, 2022",2nd Qtr,3:24,False,3,29,False,46,60,WAS,PHI,2023,red
164,459,"Dec 27, 2022",2nd Qtr,2:53,True,3,25,False,49,60,WAS,PHI,2023,green
157,152,"Dec 27, 2022",2nd Qtr,0:00,False,2,14,False,56,67,WAS,PHI,2023,red
283,83,"Dec 27, 2022",3rd Qtr,6:18,False,3,28,False,68,82,WAS,PHI,2023,red
90,195,"Dec 27, 2022",3rd Qtr,5:50,True,2,6,False,70,83,WAS,PHI,2023,green
64,197,"Dec 27, 2022",3rd Qtr,3:57,True,2,4,False,76,83,WAS,PHI,2023,green
77,218,"Dec 27, 2022",4th Qtr,10:28,True,2,3,False,92,96,WAS,PHI,2023,green
61,283,"Dec 27, 2022",4th Qtr,8:36,True,2,4,False,97,101,WAS,PHI,2023,green
73,197,"Dec 27, 2022",4th Qtr,8:13,True,2,5,False,99,101,WAS,PHI,2023,green
231,461,"Dec 27, 2022",4th Qtr,6:22,False,3,28,False,99,103,WAS,PHI,2023,red
263,400,"Dec 27, 2022",4th Qtr,2:05,False,3,26,False,107,111,WAS,PHI,2023,red
266,94,"Dec 30, 2022",1st Qtr,9:14,False,3,26,True,10,2,NOP,PHI,2023,red
215,50,"Dec 30, 2022",1st Qtr,7:16,False,3,25,True,12,6,NOP,PHI,2023,red
298,147,"Dec 30, 2022",2nd Qtr,8:54,True,3,26,False,34,39,NOP,PHI,2023,green
208,40,"Dec 30, 2022",2nd Qtr,5:17,True,3,25,False,43,56,NOP,PHI,2023,green
282,128,"Dec 30, 2022",2nd Qtr,2:00,True,3,25,False,49,63,NOP,PHI,2023,green
70,235,"Dec 30, 2022",2nd Qtr,0:47,True,2,2,False,56,63,NOP,PHI,2023,green
368,233,"Dec 30, 2022",3rd Qtr,0:03,True,3,32,False,91,99,NOP,PHI,2023,green
294,359,"Dec 30, 2022",4th Qtr,10:15,False,3,27,False,94,101,NOP,PHI,2023,red
80,220,"Jan 2, 2023",1st Qtr,8:03,False,2,3,True,12,9,NOP,PHI,2023,red
70,293,"Jan 2, 2023",1st Qtr,6:00,False,2,6,True,16,15,NOP,PHI,2023,red
74,242,"Jan 2, 2023",1st Qtr,4:45,True,2,2,True,20,18,NOP,PHI,2023,green
59,308,"Jan 2, 2023",1st Qtr,3:29,True,2,7,True,22,21,NOP,PHI,2023,green
301,165,"Jan 2, 2023",2nd Qtr,10:49,False,3,26,True,33,28,NOP,PHI,2023,red
64,282,"Jan 2, 2023",2nd Qtr,9:14,False,2,4,True,36,31,NOP,PHI,2023,red
283,379,"Jan 2, 2023",2nd Qtr,8:42,True,3,27,True,39,33,NOP,PHI,2023,green
282,388,"Jan 2, 2023",2nd Qtr,8:24,False,3,27,True,40,33,NOP,PHI,2023,red
70,214,"Jan 2, 2023",2nd Qtr,6:25,True,2,3,True,45,35,NOP,PHI,2023,green
78,301,"Jan 2, 2023",2nd Qtr,5:48,False,2,7,True,46,35,NOP,PHI,2023,red
58,222,"Jan 2, 2023",2nd Qtr,3:54,True,2,2,True,51,37,NOP,PHI,2023,green
245,423,"Jan 2, 2023",3rd Qtr,7:28,False,3,27,True,68,60,NOP,PHI,2023,red
301,302,"Jan 2, 2023",3rd Qtr,3:57,False,3,26,True,70,68,NOP,PHI,2023,red
284,341,"Jan 2, 2023",4th Qtr,11:25,True,3,25,True,87,83,NOP,PHI,2023,green
309,187,"Jan 2, 2023",4th Qtr,10:56,False,3,26,True,87,83,NOP,PHI,2023,red
87,240,"Jan 2, 2023",4th Qtr,10:38,True,2,3,True,89,83,NOP,PHI,2023,green
87,227,"Jan 2, 2023",4th Qtr,5:52,False,2,4,True,101,94,NOP,PHI,2023,red
306,281,"Jan 2, 2023",4th Qtr,2:16,False,3,26,True,110,104,NOP,PHI,2023,red
255,408,"Jan 2, 2023",4th Qtr,1:05,True,3,26,True,116,109,NOP,PHI,2023,green
105,228,"Jan 4, 2023",1st Qtr,10:54,False,2,5,True,3,0,IND,PHI,2023,red
58,200,"Jan 4, 2023",1st Qtr,7:33,True,2,4,False,9,10,IND,PHI,2023,green
93,252,"Jan 4, 2023",1st Qtr,6:48,True,2,4,False,11,12,IND,PHI,2023,green
178,454,"Jan 4, 2023",1st Qtr,4:16,False,3,25,False,13,19,IND,PHI,2023,red
53,237,"Jan 4, 2023",2nd Qtr,8:48,True,2,0,True,38,33,IND,PHI,2023,green
59,223,"Jan 4, 2023",2nd Qtr,5:15,False,2,2,True,50,46,IND,PHI,2023,red
290,397,"Jan 4, 2023",2nd Qtr,4:43,False,3,28,True,50,46,IND,PHI,2023,red
316,355,"Jan 4, 2023",2nd Qtr,3:41,False,3,29,True,54,49,IND,PHI,2023,red
103,332,"Jan 4, 2023",2nd Qtr,2:33,False,2,10,True,56,51,IND,PHI,2023,red
147,202,"Jan 4, 2023",2nd Qtr,1:52,True,2,10,True,58,56,IND,PHI,2023,green
285,365,"Jan 4, 2023",3rd Qtr,8:44,True,3,26,True,76,66,IND,PHI,2023,green
302,341,"Jan 4, 2023",3rd Qtr,7:57,False,3,27,True,76,68,IND,PHI,2023,red
92,208,"Jan 4, 2023",3rd Qtr,5:19,False,2,5,True,81,75,IND,PHI,2023,red
295,109,"Jan 4, 2023",3rd Qtr,4:52,True,3,28,True,84,75,IND,PHI,2023,green
173,231,"Jan 4, 2023",3rd Qtr,4:15,True,2,12,True,86,75,IND,PHI,2023,green
314,352,"Jan 4, 2023",4th Qtr,6:24,False,3,28,True,110,101,IND,PHI,2023,red
73,90,"Jan 4, 2023",4th Qtr,5:21,True,2,15,True,112,103,IND,PHI,2023,green
107,237,"Jan 4, 2023",1st OT,4:08,False,2,5,False,120,120,IND,PHI,2023,red
323,240,"Jan 4, 2023",1st OT,3:08,False,3,27,False,122,124,IND,PHI,2023,red
85,238,"Jan 4, 2023",1st OT,2:21,False,2,3,False,122,124,IND,PHI,2023,red
75,272,"Jan 6, 2023",1st Qtr,11:21,False,2,4,False,0,0,CHI,PHI,2023,red
53,240,"Jan 6, 2023",1st Qtr,11:17,False,2,0,False,0,0,CHI,PHI,2023,red
112,233,"Jan 6, 2023",1st Qtr,11:14,False,2,6,False,0,0,CHI,PHI,2023,red
318,303,"Jan 6, 2023",1st Qtr,7:39,False,3,27,True,10,6,CHI,PHI,2023,red
76,270,"Jan 6, 2023",1st Qtr,6:41,False,2,4,True,10,9,CHI,PHI,2023,red
313,265,"Jan 6, 2023",1st Qtr,1:47,False,3,26,True,25,19,CHI,PHI,2023,red
134,303,"Jan 6, 2023",1st Qtr,1:04,False,2,10,True,27,21,CHI,PHI,2023,red
168,471,"Jan 6, 2023",2nd Qtr,3:02,False,3,26,True,50,47,CHI,PHI,2023,red
117,233,"Jan 6, 2023",2nd Qtr,1:38,False,2,6,False,50,52,CHI,PHI,2023,red
55,236,"Jan 6, 2023",2nd Qtr,0:50,True,2,0,True,55,54,CHI,PHI,2023,green
63,247,"Jan 6, 2023",3rd Qtr,9:39,False,2,1,False,63,66,CHI,PHI,2023,red
308,293,"Jan 6, 2023",3rd Qtr,6:41,False,3,26,False,69,75,CHI,PHI,2023,red
314,307,"Jan 6, 2023",3rd Qtr,5:25,False,3,27,False,71,77,CHI,PHI,2023,red
284,320,"Jan 6, 2023",3rd Qtr,5:16,True,3,25,False,74,77,CHI,PHI,2023,green
205,458,"Jan 6, 2023",4th Qtr,3:42,True,3,27,False,105,115,CHI,PHI,2023,green
288,375,"Jan 6, 2023",4th Qtr,2:56,True,3,27,False,108,115,CHI,PHI,2023,green
294,172,"Jan 6, 2023",4th Qtr,2:13,False,3,25,False,108,118,CHI,PHI,2023,red
72,277,"Jan 8, 2023",1st Qtr,11:40,True,2,4,True,2,0,DET,PHI,2023,green
305,298,"Jan 8, 2023",1st Qtr,7:06,True,3,26,True,18,11,DET,PHI,2023,green
66,246,"Jan 8, 2023",1st Qtr,6:20,True,2,1,True,20,13,DET,PHI,2023,green
67,291,"Jan 8, 2023",1st Qtr,5:24,False,2,5,True,20,15,DET,PHI,2023,red
68,198,"Jan 8, 2023",1st Qtr,4:51,False,2,4,True,22,15,DET,PHI,2023,red
85,248,"Jan 8, 2023",1st Qtr,3:24,False,2,3,True,24,17,DET,PHI,2023,red
108,332,"Jan 8, 2023",2nd Qtr,6:16,False,2,11,True,50,41,DET,PHI,2023,red
80,207,"Jan 8, 2023",2nd Qtr,3:41,True,2,4,True,57,51,DET,PHI,2023,green
310,230,"Jan 8, 2023",2nd Qtr,2:38,True,3,26,True,63,51,DET,PHI,2023,green
297,363,"Jan 8, 2023",2nd Qtr,1:38,False,3,27,True,65,51,DET,PHI,2023,red
135,203,"Jan 8, 2023",3rd Qtr,10:07,False,2,9,True,75,59,DET,PHI,2023,red
66,238,"Jan 8, 2023",3rd Qtr,6:28,True,2,1,True,81,68,DET,PHI,2023,green
246,414,"Jan 8, 2023",3rd Qtr,3:38,True,3,26,True,90,73,DET,PHI,2023,green
338,223,"Jan 8, 2023",3rd Qtr,2:03,False,3,29,True,90,77,DET,PHI,2023,red
74,243,"Jan 10, 2023",1st Qtr,8:55,True,2,2,True,11,5,DET,PHI,2023,green
242,411,"Jan 10, 2023",1st Qtr,8:43,True,3,25,True,14,5,DET,PHI,2023,green
59,235,"Jan 10, 2023",1st Qtr,3:56,True,2,1,True,23,15,DET,PHI,2023,green
249,56,"Jan 10, 2023",2nd Qtr,2:32,True,3,27,True,56,36,DET,PHI,2023,green
55,218,"Jan 10, 2023",3rd Qtr,9:19,True,2,2,True,73,48,DET,PHI,2023,green
277,385,"Jan 10, 2023",3rd Qtr,8:13,False,3,27,True,74,53,DET,PHI,2023,red
194,286,"Jan 10, 2023",3rd Qtr,4:48,True,2,15,True,95,56,DET,PHI,2023,green
306,173,"Jan 12, 2023",1st Qtr,11:32,True,3,26,True,3,0,OKC,PHI,2023,green
95,262,"Jan 12, 2023",1st Qtr,9:02,False,2,5,False,7,11,OKC,PHI,2023,red
274,392,"Jan 12, 2023",1st Qtr,7:32,False,3,27,False,7,16,OKC,PHI,2023,red
275,397,"Jan 12, 2023",1st Qtr,3:17,True,3,27,False,22,26,OKC,PHI,2023,green
158,231,"Jan 12, 2023",2nd Qtr,6:39,False,2,11,False,41,47,OKC,PHI,2023,red
291,350,"Jan 12, 2023",2nd Qtr,0:58,True,3,26,False,52,64,OKC,PHI,2023,green
280,96,"Jan 12, 2023",2nd Qtr,0:38,False,3,27,False,52,64,OKC,PHI,2023,red
331,236,"Jan 12, 2023",2nd Qtr,0:34,True,3,28,False,55,64,OKC,PHI,2023,green
328,346,"Jan 12, 2023",3rd Qtr,10:35,True,3,29,False,62,67,OKC,PHI,2023,green
83,372,"Jan 12, 2023",3rd Qtr,7:06,True,2,14,True,75,73,OKC,PHI,2023,green
309,228,"Jan 12, 2023",4th Qtr,6:58,False,3,26,False,99,112,OKC,PHI,2023,red
299,263,"Jan 12, 2023",4th Qtr,2:47,False,3,25,False,112,122,OKC,PHI,2023,red
283,141,"Jan 12, 2023",4th Qtr,2:03,False,3,25,False,112,126,OKC,PHI,2023,red
108,238,"Jan 14, 2023",1st Qtr,10:39,True,2,6,True,6,0,UTA,PHI,2023,green
95,473,"Jan 14, 2023",1st Qtr,8:56,False,3,24,True,9,5,UTA,PHI,2023,red
113,238,"Jan 14, 2023",1st Qtr,8:25,True,2,6,True,11,7,UTA,PHI,2023,green
131,167,"Jan 14, 2023",1st Qtr,7:56,True,2,11,True,13,7,UTA,PHI,2023,green
252,373,"Jan 14, 2023",1st Qtr,5:16,False,3,24,True,24,14,UTA,PHI,2023,red
192,267,"Jan 14, 2023",2nd Qtr,5:52,False,2,14,True,49,35,UTA,PHI,2023,red
283,124,"Jan 14, 2023",2nd Qtr,3:50,False,3,26,True,53,46,UTA,PHI,2023,red
74,202,"Jan 14, 2023",2nd Qtr,2:05,True,2,5,True,58,52,UTA,PHI,2023,green
153,330,"Jan 14, 2023",3rd Qtr,10:39,False,2,14,True,68,57,UTA,PHI,2023,red
128,182,"Jan 14, 2023",3rd Qtr,7:32,True,2,10,True,78,66,UTA,PHI,2023,green
276,353,"Jan 14, 2023",3rd Qtr,3:54,False,3,25,True,81,77,UTA,PHI,2023,red
310,239,"Jan 14, 2023",4th Qtr,9:09,True,3,26,True,95,90,UTA,PHI,2023,green
276,359,"Jan 14, 2023",4th Qtr,8:27,True,3,26,True,98,92,UTA,PHI,2023,green
297,317,"Jan 14, 2023",4th Qtr,7:36,True,3,26,True,101,93,UTA,PHI,2023,green
123,468,"Jan 14, 2023",4th Qtr,7:02,False,3,24,True,101,96,UTA,PHI,2023,red
152,122,"Jan 14, 2023",4th Qtr,6:25,True,2,16,True,103,98,UTA,PHI,2023,green
313,330,"Jan 14, 2023",4th Qtr,5:26,True,3,28,True,108,100,UTA,PHI,2023,green
276,87,"Jan 14, 2023",4th Qtr,4:17,False,3,27,True,108,103,UTA,PHI,2023,red
71,177,"Jan 14, 2023",4th Qtr,0:27,True,2,7,True,116,115,UTA,PHI,2023,green
68,202,"Jan 15, 2023",1st Qtr,8:58,True,2,4,True,7,4,LAL,PHI,2023,green
321,236,"Jan 15, 2023",1st Qtr,8:12,True,3,27,True,10,8,LAL,PHI,2023,green
65,223,"Jan 15, 2023",2nd Qtr,6:01,False,2,2,False,45,45,LAL,PHI,2023,red
316,235,"Jan 15, 2023",2nd Qtr,5:38,True,3,27,True,48,45,LAL,PHI,2023,green
321,210,"Jan 15, 2023",2nd Qtr,1:47,True,3,27,True,57,49,LAL,PHI,2023,green
311,131,"Jan 15, 2023",2nd Qtr,0:30,False,3,28,True,57,56,LAL,PHI,2023,red
302,318,"Jan 15, 2023",3rd Qtr,10:50,False,3,26,True,59,58,LAL,PHI,2023,red
205,359,"Jan 15, 2023",3rd Qtr,10:18,True,2,20,True,61,58,LAL,PHI,2023,green
58,231,"Jan 15, 2023",3rd Qtr,8:24,True,2,1,True,67,61,LAL,PHI,2023,green
306,232,"Jan 15, 2023",3rd Qtr,7:30,False,3,26,True,67,64,LAL,PHI,2023,red
82,310,"Jan 15, 2023",4th Qtr,6:23,False,2,8,False,95,97,LAL,PHI,2023,red
58,217,"Jan 15, 2023",4th Qtr,5:36,True,2,2,True,99,97,LAL,PHI,2023,green
82,244,"Jan 15, 2023",4th Qtr,4:57,True,2,3,True,101,99,LAL,PHI,2023,green
274,369,"Jan 15, 2023",4th Qtr,4:18,True,3,26,True,104,101,LAL,PHI,2023,green
66,221,"Jan 15, 2023",4th Qtr,2:08,False,2,2,False,106,107,LAL,PHI,2023,red
72,152,"Jan 17, 2023",1st Qtr,8:26,True,2,9,True,8,6,LAC,PHI,2023,green
300,131,"Jan 17, 2023",2nd Qtr,6:01,False,3,27,True,46,41,LAC,PHI,2023,red
315,238,"Jan 17, 2023",2nd Qtr,0:50,False,3,27,True,60,48,LAC,PHI,2023,red
219,37,"Jan 17, 2023",3rd Qtr,8:01,False,3,26,True,70,67,LAC,PHI,2023,red
319,282,"Jan 17, 2023",3rd Qtr,6:45,False,3,27,True,74,71,LAC,PHI,2023,red
78,221,"Jan 17, 2023",3rd Qtr,4:27,False,2,3,True,78,75,LAC,PHI,2023,red
318,233,"Jan 19, 2023",1st Qtr,11:31,False,3,27,False,0,0,POR,PHI,2023,red
194,454,"Jan 19, 2023",2nd Qtr,6:54,False,3,26,True,40,22,POR,PHI,2023,red
59,232,"Jan 19, 2023",2nd Qtr,5:11,True,2,1,True,47,26,POR,PHI,2023,green
70,300,"Jan 19, 2023",2nd Qtr,1:41,False,2,6,True,52,30,POR,PHI,2023,red
88,274,"Jan 19, 2023",2nd Qtr,0:01,True,2,5,True,57,34,POR,PHI,2023,green
69,301,"Jan 19, 2023",3rd Qtr,9:57,False,2,6,True,59,39,POR,PHI,2023,red
283,341,"Jan 19, 2023",3rd Qtr,8:36,True,3,25,True,65,44,POR,PHI,2023,green
62,237,"Jan 19, 2023",3rd Qtr,6:09,True,2,1,True,73,49,POR,PHI,2023,green
113,372,"Jan 19, 2023",4th Qtr,7:25,True,2,15,True,90,75,POR,PHI,2023,green
276,108,"Jan 19, 2023",4th Qtr,3:12,False,3,26,True,95,88,POR,PHI,2023,red
61,236,"Jan 19, 2023",4th Qtr,1:12,True,2,1,True,103,93,POR,PHI,2023,green
247,57,"Jan 25, 2023",1st Qtr,10:05,False,3,27,False,5,5,BRK,PHI,2023,red
259,388,"Jan 25, 2023",1st Qtr,8:44,True,3,26,True,16,8,BRK,PHI,2023,green
131,324,"Jan 25, 2023",2nd Qtr,6:07,False,2,12,True,61,55,BRK,PHI,2023,red
298,350,"Jan 25, 2023",2nd Qtr,0:12,False,3,27,True,75,62,BRK,PHI,2023,red
303,328,"Jan 25, 2023",3rd Qtr,8:47,False,3,27,True,81,70,BRK,PHI,2023,red
294,125,"Jan 25, 2023",3rd Qtr,7:55,True,3,27,True,86,74,BRK,PHI,2023,green
302,232,"Jan 25, 2023",3rd Qtr,6:57,True,3,25,True,91,76,BRK,PHI,2023,green
180,460,"Jan 25, 2023",4th Qtr,10:58,False,3,26,True,107,100,BRK,PHI,2023,red
318,163,"Jan 25, 2023",4th Qtr,3:48,True,3,28,True,123,120,BRK,PHI,2023,green
328,273,"Jan 25, 2023",4th Qtr,3:07,True,3,28,True,126,122,BRK,PHI,2023,green
328,239,"Jan 25, 2023",4th Qtr,1:42,False,3,28,True,128,124,BRK,PHI,2023,red
58,227,"Jan 25, 2023",4th Qtr,0:23,True,2,2,True,135,131,BRK,PHI,2023,green
52,253,"Jan 28, 2023",1st Qtr,7:11,True,2,1,False,13,17,DEN,PHI,2023,green
303,204,"Jan 28, 2023",1st Qtr,2:24,True,3,26,False,23,30,DEN,PHI,2023,green
62,358,"Jan 28, 2023",2nd Qtr,6:07,False,2,12,False,44,50,DEN,PHI,2023,red
305,327,"Jan 28, 2023",2nd Qtr,4:38,True,3,27,False,50,54,DEN,PHI,2023,green
307,358,"Jan 28, 2023",2nd Qtr,1:10,True,3,28,False,58,69,DEN,PHI,2023,green
61,224,"Jan 28, 2023",3rd Qtr,9:27,True,2,2,False,71,77,DEN,PHI,2023,green
164,468,"Jan 28, 2023",4th Qtr,8:40,False,3,25,False,98,106,DEN,PHI,2023,red
66,236,"Jan 28, 2023",4th Qtr,6:27,False,2,2,False,108,108,DEN,PHI,2023,red
308,138,"Jan 28, 2023",4th Qtr,2:23,False,3,28,True,118,112,DEN,PHI,2023,red
308,182,"Jan 28, 2023",4th Qtr,1:05,False,3,26,True,120,117,DEN,PHI,2023,red
163,267,"Jan 30, 2023",1st Qtr,11:43,True,2,12,True,2,0,ORL,PHI,2023,green
103,207,"Jan 30, 2023",1st Qtr,9:26,False,2,6,True,5,0,ORL,PHI,2023,red
272,77,"Jan 30, 2023",2nd Qtr,6:46,False,3,28,True,44,27,ORL,PHI,2023,red
188,19,"Jan 30, 2023",2nd Qtr,1:50,False,3,26,True,58,44,ORL,PHI,2023,red
318,226,"Jan 30, 2023",3rd Qtr,9:30,False,3,27,True,70,55,ORL,PHI,2023,red
90,9,"Jan 30, 2023",3rd Qtr,8:31,True,3,23,True,73,58,ORL,PHI,2023,green
297,136,"Jan 30, 2023",3rd Qtr,8:01,False,3,27,True,73,58,ORL,PHI,2023,red
307,338,"Jan 30, 2023",3rd Qtr,5:23,True,3,27,True,78,70,ORL,PHI,2023,green
43,261,"Jan 30, 2023",3rd Qtr,4:47,False,2,2,True,78,71,ORL,PHI,2023,red
316,250,"Jan 30, 2023",3rd Qtr,3:44,True,3,27,True,81,76,ORL,PHI,2023,green
303,313,"Jan 30, 2023",3rd Qtr,2:25,False,3,26,True,85,84,ORL,PHI,2023,red
261,412,"Jan 30, 2023",4th Qtr,6:19,False,3,27,False,101,106,ORL,PHI,2023,red
66,242,"Jan 30, 2023",4th Qtr,5:49,False,2,2,False,101,106,ORL,PHI,2023,red
72,232,"Jan 30, 2023",4th Qtr,3:37,True,2,2,False,105,111,ORL,PHI,2023,green
42,249,"Feb 1, 2023",1st Qtr,7:49,True,2,1,True,11,9,ORL,PHI,2023,green
299,157,"Feb 1, 2023",1st Qtr,6:49,True,3,26,True,16,14,ORL,PHI,2023,green
116,178,"Feb 1, 2023",2nd Qtr,8:51,False,2,9,True,39,31,ORL,PHI,2023,red
308,345,"Feb 1, 2023",2nd Qtr,7:55,False,3,28,True,39,35,ORL,PHI,2023,red
292,333,"Feb 1, 2023",2nd Qtr,3:53,True,3,26,True,50,43,ORL,PHI,2023,green
299,387,"Feb 1, 2023",2nd Qtr,2:56,False,3,29,True,50,45,ORL,PHI,2023,red
72,227,"Feb 1, 2023",2nd Qtr,1:10,False,2,3,True,52,51,ORL,PHI,2023,red
316,297,"Feb 1, 2023",3rd Qtr,9:27,True,3,27,True,64,57,ORL,PHI,2023,green
313,257,"Feb 1, 2023",3rd Qtr,7:18,False,3,26,True,68,64,ORL,PHI,2023,red
308,254,"Feb 1, 2023",3rd Qtr,6:02,True,3,26,True,71,66,ORL,PHI,2023,green
292,367,"Feb 1, 2023",4th Qtr,9:12,True,3,27,True,88,83,ORL,PHI,2023,green
315,249,"Feb 1, 2023",4th Qtr,5:57,False,3,27,True,98,85,ORL,PHI,2023,red
285,122,"Feb 1, 2023",4th Qtr,4:48,True,3,26,True,101,90,ORL,PHI,2023,green
190,295,"Feb 3, 2023",1st Qtr,5:55,False,2,15,False,9,15,SAS,PHI,2023,red
63,257,"Feb 3, 2023",1st Qtr,5:02,True,2,2,False,14,17,SAS,PHI,2023,green
103,207,"Feb 3, 2023",1st Qtr,3:54,False,2,6,False,17,19,SAS,PHI,2023,red
51,240,"Feb 3, 2023",1st Qtr,3:48,False,2,0,False,17,19,SAS,PHI,2023,red
48,217,"Feb 3, 2023",2nd Qtr,0:05,True,2,2,True,73,59,SAS,PHI,2023,green
279,380,"Feb 3, 2023",3rd Qtr,8:47,False,3,27,True,82,71,SAS,PHI,2023,red
315,282,"Feb 3, 2023",3rd Qtr,7:23,True,3,27,True,85,71,SAS,PHI,2023,green
133,0,"Feb 3, 2023",3rd Qtr,5:46,False,3,25,True,86,75,SAS,PHI,2023,red
282,93,"Feb 3, 2023",4th Qtr,3:58,True,3,27,True,128,112,SAS,PHI,2023,green
328,232,"Feb 3, 2023",4th Qtr,2:27,False,3,28,True,130,116,SAS,PHI,2023,red
77,237,"Feb 5, 2023",1st Qtr,11:37,False,2,3,False,0,0,NYK,PHI,2023,red
208,423,"Feb 5, 2023",2nd Qtr,8:24,False,3,24,True,40,34,NYK,PHI,2023,red
280,152,"Feb 5, 2023",2nd Qtr,7:22,False,3,25,True,40,39,NYK,PHI,2023,red
94,278,"Feb 5, 2023",2nd Qtr,3:58,True,2,6,True,49,44,NYK,PHI,2023,green
297,330,"Feb 5, 2023",2nd Qtr,0:29,False,3,26,True,53,51,NYK,PHI,2023,red
58,228,"Feb 5, 2023",3rd Qtr,9:44,True,2,1,True,58,56,NYK,PHI,2023,green
59,231,"Feb 5, 2023",3rd Qtr,5:16,False,2,1,True,68,63,NYK,PHI,2023,red
197,202,"Feb 5, 2023",3rd Qtr,2:57,False,2,15,True,74,67,NYK,PHI,2023,red
118,141,"Feb 5, 2023",4th Qtr,8:30,True,2,12,False,84,86,NYK,PHI,2023,green
66,261,"Feb 5, 2023",4th Qtr,5:33,True,2,3,False,88,91,NYK,PHI,2023,green
282,357,"Feb 5, 2023",4th Qtr,3:07,False,3,26,False,90,98,NYK,PHI,2023,red
131,1,"Feb 8, 2023",1st Qtr,11:37,False,3,25,False,0,0,BOS,PHI,2023,red
195,298,"Feb 8, 2023",1st Qtr,10:21,True,2,16,True,7,0,BOS,PHI,2023,green
216,157,"Feb 8, 2023",1st Qtr,6:54,True,2,19,True,15,11,BOS,PHI,2023,green
98,217,"Feb 8, 2023",2nd Qtr,7:53,True,2,5,False,35,39,BOS,PHI,2023,green
103,275,"Feb 8, 2023",2nd Qtr,7:28,False,2,6,False,35,39,BOS,PHI,2023,red
285,363,"Feb 8, 2023",2nd Qtr,5:34,False,3,27,False,35,44,BOS,PHI,2023,red
74,209,"Feb 8, 2023",2nd Qtr,1:06,True,2,4,False,52,57,BOS,PHI,2023,green
101,8,"Feb 8, 2023",2nd Qtr,0:33,True,3,24,False,55,57,BOS,PHI,2023,green
46,260,"Feb 8, 2023",3rd Qtr,9:18,True,2,2,False,64,64,BOS,PHI,2023,green
272,390,"Feb 8, 2023",3rd Qtr,7:30,True,3,27,False,67,72,BOS,PHI,2023,green
58,238,"Feb 8, 2023",3rd Qtr,6:48,False,2,1,False,67,72,BOS,PHI,2023,red
271,367,"Feb 8, 2023",4th Qtr,11:43,False,3,25,False,79,86,BOS,PHI,2023,red
302,173,"Feb 8, 2023",4th Qtr,4:50,True,3,26,False,91,98,BOS,PHI,2023,green
315,348,"Feb 8, 2023",4th Qtr,0:07,False,3,29,False,99,106,BOS,PHI,2023,red
42,235,"Feb 10, 2023",1st Qtr,11:00,True,2,1,False,2,5,NYK,PHI,2023,green
275,368,"Feb 10, 2023",1st Qtr,7:29,False,3,26,False,7,18,NYK,PHI,2023,red
284,358,"Feb 10, 2023",1st Qtr,5:32,True,3,26,False,14,20,NYK,PHI,2023,green
303,323,"Feb 10, 2023",2nd Qtr,5:43,False,3,27,False,43,53,NYK,PHI,2023,red
304,319,"Feb 10, 2023",2nd Qtr,3:42,False,3,27,False,47,55,NYK,PHI,2023,red
210,324,"Feb 10, 2023",2nd Qtr,1:34,False,2,18,False,52,61,NYK,PHI,2023,red
302,348,"Feb 10, 2023",3rd Qtr,9:45,False,3,27,False,66,73,NYK,PHI,2023,red
61,229,"Feb 10, 2023",3rd Qtr,8:33,False,2,2,False,66,76,NYK,PHI,2023,red
77,255,"Feb 10, 2023",3rd Qtr,7:13,False,2,3,False,71,78,NYK,PHI,2023,red
59,234,"Feb 10, 2023",3rd Qtr,6:36,True,2,1,False,73,83,NYK,PHI,2023,green
62,233,"Feb 10, 2023",3rd Qtr,5:29,True,2,1,False,78,86,NYK,PHI,2023,green
159,227,"Feb 10, 2023",4th Qtr,10:45,True,2,11,True,94,93,NYK,PHI,2023,green
